City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
137,uyuni,-20.4597,-66.825,47.68,36,9,5.32,BO,1697532486
138,mesquite,32.7668,-96.5992,51.08,80,0,0.0,US,1697532487
139,atafu village,-8.5421,-172.5159,83.79,76,72,13.78,TK,1697532489
140,parkes,-33.1333,148.1833,58.87,37,0,8.43,AU,1697532490
141,zakamensk,50.3741,103.2863,42.17,38,98,12.03,RU,1697532491
142,keflavik,64.0049,-22.5624,45.03,100,100,31.07,IS,1697532494
143,lensk,60.7253,114.9278,35.73,99,100,5.01,RU,1697532495
144,darwin,-12.4611,130.8418,89.58,43,0,8.05,AU,1697532285
145,bomdila,27.25,92.4,59.32,78,58,3.65,IN,1697532497
146,christchurch,-43.5333,172.6333,50.92,82,100,6.91,NZ,1697532211
147,williams lake,52.1415,-122.1445,51.37,60,75,9.22,CA,1697532500
148,saudarkrokur,65.7461,-19.6394,36.77,92,100,7.36,IS,1697532501
149,zapata,26.9073,-99.2714,51.91,87,0,0.0,US,1697532490
150,tiksi,71.6872,128.8694,2.32,99,72,4.21,RU,1697532506
151,bamboo flat,11.7,92.7167,86.09,74,40,4.61,IN,1697532507
152,usogorsk,63.4106,48.6872,37.67,87,100,3.31,RU,1697532508
153,lebu,-37.6167,-73.65,45.5,82,6,17.38,CL,1697532502
154,arteche,12.2645,125.4048,81.34,79,99,5.32,PH,1697532511
155,korla,41.7597,86.1469,62.65,24,1,11.12,CN,1697532512
156,chonchi,-42.6128,-73.8092,41.13,97,21,3.18,CL,1697532390
157,kavaratti,10.5669,72.642,83.8,70,100,7.4,IN,1697532515
158,anju,39.6178,125.6647,53.44,50,9,3.94,KP,1697532516
159,sur,22.5667,59.5289,93.51,41,0,2.93,OM,1697532517
160,pisco,-13.7,-76.2167,66.25,88,100,5.75,PE,1697532518
161,thinadhoo,0.5333,72.9333,81.86,72,92,12.03,MV,1697532520
162,constantia,44.1833,28.65,59.7,46,99,2.75,RO,1697532389
163,sabzevar,36.2126,57.6819,67.28,49,40,13.8,IR,1697532522
164,fortuna,40.5982,-124.1573,60.35,98,100,0.0,US,1697532523
165,khash,28.2211,61.2158,84.2,18,0,16.06,IR,1697532526
166,fengxiang,47.5833,130.8333,45.66,35,43,2.39,CN,1697532527
167,muli,2.9167,73.5667,82.27,71,73,14.83,MV,1697532528
168,sretensk,52.2453,117.7093,41.76,52,95,13.0,RU,1697532530
169,barbacoas,1.6715,-78.1398,75.04,97,100,0.27,CO,1697532531
170,san francisco de la paz,14.9,-86.2,67.08,97,100,1.72,HN,1697532532
171,petropavlovsk-kamchatsky,53.0452,158.6483,43.45,88,75,8.95,RU,1697531991
172,tolanaro,-25.0319,46.9987,77.07,78,40,16.11,MG,1697532535
173,george town,5.4112,100.3354,86.95,79,20,7.0,MY,1697532485
174,xilin hot,43.9667,116.0333,52.3,39,100,14.0,CN,1697532537
175,georgetown,5.4112,100.3354,86.95,79,20,7.0,MY,1697532485
176,miyazaki,31.9111,131.4239,73.35,60,20,8.05,JP,1697532539
177,iwanai,42.9744,140.5089,50.2,69,96,12.77,JP,1697532540
178,tidjikja,18.5564,-11.4271,90.01,10,26,5.88,MR,1697532542
179,sault ste. marie,46.5168,-84.3333,37.96,96,0,3.44,CA,1697532275
180,vilyuchinsk,52.9306,158.4028,44.92,91,100,2.59,RU,1697532544
181,dwarka,22.2394,68.9678,84.13,63,0,13.4,IN,1697532547
182,tofol,5.3248,163.0078,82.49,78,78,11.5,FM,1697532548
183,karratha,-20.7377,116.8463,89.33,29,0,15.66,AU,1697532421
184,remire-montjoly,4.9167,-52.2667,73.44,94,20,0.0,GF,1697532550
185,axim,4.8699,-2.2405,81.07,75,92,3.15,GH,1697532551
186,le port,-20.9373,55.2919,84.16,92,59,6.53,RE,1697532553
187,midvagur,62.0511,-7.1939,47.23,81,75,4.61,FO,1697532554
188,caqueza,4.4057,-73.9468,64.06,86,94,2.1,CO,1697532555
189,olyokminsk,60.3736,120.4264,34.0,67,100,8.01,RU,1697532556
190,santa elena de uairen,4.6167,-61.1333,66.06,88,29,3.13,VE,1697532558
191,felege neway,6.3,36.8833,77.5,66,67,1.12,ET,1697532560
192,nyagan,62.1406,65.3936,46.42,82,99,10.51,RU,1697532561
193,zeya,53.75,127.2667,35.49,37,100,4.38,RU,1697532564
194,bam,29.106,58.357,90.64,16,0,11.56,IR,1697532565
195,rozdilna,46.8433,30.0792,53.44,40,25,11.9,UA,1697532566
196,la passe,45.5549,-0.8967,66.43,73,100,17.85,FR,1697532568
197,oranjemund,-28.55,16.4333,78.1,41,0,5.26,NA,1697532569
198,hammerfest,70.6634,23.6821,34.25,86,75,12.66,NO,1697532570
199,port lincoln,-34.7333,135.8667,56.73,61,1,9.86,AU,1697532571
200,carnarvon,-24.8667,113.6333,81.34,48,0,27.38,AU,1697532204
201,bei'an,24.5399,109.533,84.94,41,54,2.04,CN,1697532574
202,yuzhno-kurilsk,44.0306,145.8556,51.37,75,27,18.3,RU,1697532575
203,pathein,16.7833,94.7333,85.6,73,72,3.49,MM,1697532576
204,saipan,15.1355,145.701,79.5,89,40,10.36,MP,1697532578
205,ponta delgada,37.7333,-25.6667,68.18,77,40,4.61,PT,1697532579
206,kone,-21.0595,164.8658,72.27,96,100,7.11,NC,1697532580
207,san juan de miraflores,-12.1629,-76.9635,66.16,85,96,5.28,PE,1697532581
208,chibougamau,49.9168,-74.3659,33.42,93,0,4.61,CA,1697532583
209,rockport,28.0206,-97.0544,66.99,81,0,9.28,US,1697532584
210,carloforte,39.145,8.3058,73.67,66,96,4.05,IT,1697532585
211,kokkola,63.8385,23.1307,43.03,77,0,4.61,FI,1697532586
212,west island,-12.1568,96.8225,82.38,78,40,17.27,CC,1697532206
213,mach,29.8637,67.3298,79.52,14,0,6.06,PK,1697532589
214,broome,42.2506,-75.833,49.69,96,100,3.44,US,1697532590
215,lompoc,34.6391,-120.4579,57.58,96,0,4.61,US,1697532591
216,san lawrenz,36.0553,14.204,80.01,69,60,18.14,MT,1697532592
217,guerrero negro,27.9769,-114.0611,67.84,86,0,9.55,MX,1697532595
218,puerto ayora,-0.7393,-90.3518,74.55,94,97,4.0,EC,1697532596
219,hola,51.5377,23.1902,46.58,60,7,8.99,PL,1697532597
220,susuman,62.7833,148.1667,-1.89,86,5,1.43,RU,1697532599
221,inhambane,-23.865,35.3833,71.58,100,75,0.0,MZ,1697532600
222,howard springs,-12.497,131.047,89.51,39,46,7.45,AU,1697532601
223,novodvinsk,64.4165,40.8122,38.79,78,100,5.77,RU,1697532603
224,santana,-0.0583,-51.1817,80.78,83,40,4.61,BR,1697532604
225,san andres,12.5847,-81.7006,78.82,100,20,2.3,CO,1697532605
226,kingston,17.997,-76.7936,81.55,81,20,4.61,JM,1697532606
227,souillac,-20.5167,57.5167,84.58,61,75,13.8,MU,1697532607
228,phrae,18.0833,100.0,84.87,70,20,3.44,TH,1697532609
229,ishigaki,24.3448,124.1572,78.93,65,75,11.5,JP,1697532610
230,lautoka,-17.6167,177.4667,76.86,78,20,2.3,FJ,1697532611
231,kurchatov,51.6601,35.6521,45.41,61,17,18.77,RU,1697532613
232,arecibo,18.4724,-66.7157,80.29,86,3,3.47,PR,1697532614
233,mount isa,-20.7333,139.5,87.57,12,0,9.22,AU,1697532615
234,nizhniy odes,63.6445,54.856,41.34,97,100,3.27,RU,1697532616
235,lesnoy,57.6198,63.0784,57.22,54,13,12.57,RU,1697532618
236,bougouni,11.417,-7.479,77.18,81,96,1.97,ML,1697532619
237,touros,-5.1989,-35.4608,76.86,71,42,12.68,BR,1697532620
238,tombodu,8.1333,-10.6167,72.9,98,100,1.23,SL,1697532621
239,la serena,-29.9078,-71.2542,53.11,100,75,2.3,CL,1697532623
240,lazaro cardenas,17.9583,-102.2,77.45,89,98,4.16,MX,1697532624
241,harstad,68.799,16.5293,37.24,97,100,5.01,NO,1697532625
242,hassi messaoud,31.6804,6.0729,76.86,18,9,3.44,DZ,1697532627
243,sao geraldo do araguaia,-6.4006,-48.555,75.72,71,33,2.1,BR,1697532628
244,otaki,-40.7583,175.15,54.95,85,100,1.99,NZ,1697532629
245,kerikeri,-35.2268,173.9474,62.91,92,50,1.01,NZ,1697532631
246,mar del plata,-38.0023,-57.5575,49.08,83,40,5.75,AR,1697532632
247,yorkton,51.2167,-102.4677,46.24,81,75,2.3,CA,1697532633
248,loen,7.7601,168.2307,83.61,74,94,11.12,MH,1697532634
249,nagqu,31.5,92.0,35.4,54,100,6.35,CN,1697532636
250,antalaha,-14.9003,50.2788,82.42,58,51,7.56,MG,1697532637
251,srivardhan,18.0333,73.0167,87.62,61,7,6.87,IN,1697532638
252,st. john's,47.5649,-52.7093,45.97,95,100,21.99,CA,1697532639
253,polyarnyy,69.1989,33.4478,37.83,65,99,18.75,RU,1697532641
254,saint-philippe,-21.3585,55.7679,82.11,82,68,4.34,RE,1697532642
255,jonuta,18.0833,-92.1333,70.34,91,67,4.25,MX,1697532643
256,colonia,50.9333,6.95,49.96,77,0,10.36,DE,1697532644
257,tinajo,29.0788,-13.7081,77.88,69,20,3.44,ES,1697532646
258,bocanda,7.0626,-4.4995,77.02,91,100,4.45,CI,1697532647
259,cambebba,-3.6209,-38.8291,78.91,65,25,12.97,BR,1697532648
260,dawson creek,55.7666,-120.2362,42.44,100,100,2.3,CA,1697532649
261,urengoy,65.9667,78.3667,34.11,97,100,4.0,RU,1697532651
262,grootfontein,-19.5667,18.1167,80.17,12,0,10.36,NA,1697532652
263,okondja,-0.6549,13.6753,76.28,92,100,3.29,GA,1697532653
264,saurimo,-9.6608,20.3916,84.22,49,89,6.31,AO,1697532654
265,borger,52.9233,6.7931,50.81,84,5,7.23,NL,1697532656
266,luderitz,-26.6481,15.1594,74.7,47,2,8.59,NA,1697532657
267,brumado,-14.2036,-41.6653,66.61,82,0,4.09,BR,1697532658
268,quellon,-43.1167,-73.6167,42.73,89,12,6.78,CL,1697532224
269,panama city beach,30.1766,-85.8055,54.0,79,0,3.0,US,1697532424
270,newport,51.5877,-2.9984,52.34,78,100,18.57,GB,1697532663
271,port augusta,-32.5,137.7667,64.45,45,0,12.48,AU,1697532664
272,margaret river,-33.95,115.0667,64.49,69,54,15.08,AU,1697532665
273,tyukhtet,56.5389,89.3011,45.77,90,100,9.48,RU,1697532666
274,bengkulu,-3.8004,102.2655,80.64,78,20,8.84,ID,1697532667
275,nizhniy kuranakh,58.8353,125.4869,33.71,94,100,2.64,RU,1697532668
276,new norfolk,-42.7826,147.0587,54.91,79,12,3.22,AU,1697532670
277,sao vicente,-23.9631,-46.3919,77.18,26,100,2.3,BR,1697532671
278,egilsstadir,65.2653,-14.3948,31.91,100,100,2.3,IS,1697532672
279,rongelap,11.1635,166.8941,83.52,76,2,17.76,MH,1697532673
280,sao cristovao,-11.0147,-37.2064,76.91,73,20,12.66,BR,1697532674
281,roma,43.2128,-75.4557,49.08,95,75,0.0,US,1697532532
282,chul'man,56.8479,124.9104,28.35,63,100,5.01,RU,1697532677
283,antigonish,45.6169,-61.9986,48.81,94,100,1.99,CA,1697532441
284,ippy,6.2679,21.2247,80.42,74,91,1.7,CF,1697532679
285,berezovo,63.9381,65.0419,43.97,85,100,11.99,RU,1697532680
286,sitka,57.0531,-135.33,55.29,76,100,6.91,US,1697532681
287,taksimo,56.3444,114.8794,39.7,69,100,4.0,RU,1697532682
288,walvis bay,-22.9575,14.5053,60.1,69,34,8.9,NA,1697532684
289,leninsk,48.7119,45.1994,48.22,54,10,23.96,RU,1697532685
290,kolyshley,52.7005,44.5367,43.48,68,100,23.47,RU,1697532686
291,onega,63.9061,38.1404,39.74,78,100,15.01,RU,1697532687
292,geraldton,-28.7667,114.6,72.01,73,40,13.8,AU,1697532689
293,malango,-2.9627,119.9001,77.99,66,24,3.89,ID,1697532690
294,mugia,43.1041,-9.2179,69.17,78,100,30.04,ES,1697532691
295,mount pearl,47.5166,-52.7813,45.14,95,100,18.41,CA,1697532692
296,chilecito,-29.1619,-67.4974,56.8,24,84,6.62,AR,1697532694
297,bardai,11.65,7.2333,84.47,45,78,2.93,NG,1697532695
298,rawson,-43.3002,-65.1023,50.54,50,10,10.22,AR,1697532696
299,tazovsky,67.4667,78.7,35.64,83,100,8.88,RU,1697532697
300,amahai,-3.3333,128.9167,80.1,83,85,4.45,ID,1697532699
301,hermanus,-34.4187,19.2345,72.19,59,0,2.04,ZA,1697532700
302,hotan,37.0997,79.9269,68.76,14,100,6.69,CN,1697532701
303,mont-dore,-22.2833,166.5833,69.78,93,100,5.68,NC,1697532704
304,codrington,-38.2667,141.9667,49.39,75,1,8.32,AU,1697532705
305,port alfred,-33.5906,26.891,69.19,75,6,7.0,ZA,1697532706
306,koton-karfe,8.1,6.8,76.75,88,100,1.97,NG,1697532708
307,rosarito,32.3333,-117.0333,64.47,82,6,2.35,MX,1697532709
308,mufulira,-12.5498,28.2407,72.36,73,100,2.17,ZM,1697532505
309,lichinga,-13.3128,35.2406,87.48,27,83,9.19,MZ,1697532711
310,betong,5.7743,101.0723,79.0,93,89,2.68,TH,1697532713
311,afaahiti,-17.75,-149.2833,75.07,86,60,16.55,PF,1697532714
312,abadeh,31.1608,52.6506,73.24,19,77,14.58,IR,1697532715
313,yarmouth,41.7057,-70.2286,55.96,90,100,13.0,US,1697532716
314,vengerovo,55.6848,76.7471,59.45,63,15,9.06,RU,1697532718
315,mata-utu,-13.2816,-176.1745,81.18,78,29,22.68,WF,1697532719
316,kievka,50.2619,71.5514,61.03,51,3,3.89,KZ,1697532720
317,harper,4.375,-7.7169,79.5,81,85,9.53,LR,1697532721
318,kayyerkan,69.3786,87.7439,31.3,100,98,5.44,RU,1697532722
319,yatou,37.15,122.3833,62.42,53,1,9.15,CN,1697532724
320,salinas,36.6777,-121.6555,63.01,88,0,0.0,US,1697532262
321,nampula,-15.1165,39.2666,91.35,40,75,14.0,MZ,1697532726
322,saarijarvi,62.7049,25.254,38.16,68,84,7.78,FI,1697532727
323,cooma,-36.2333,149.1333,44.83,71,1,4.47,AU,1697532729
324,titao,13.7667,-2.0667,88.23,49,86,11.07,BF,1697532730
325,padang,-0.9492,100.3543,82.45,85,100,5.68,ID,1697532731
326,pyhajarvi,67.0701,27.2176,30.34,88,14,5.93,FI,1697532733
327,san patricio,28.017,-97.5169,66.83,53,0,6.13,US,1697532734
328,iskateley,67.6803,53.1512,34.02,89,81,8.99,RU,1697532735
329,carolina beach,34.0352,-77.8936,48.27,86,14,9.06,US,1697532736
330,urangan,-25.3,152.9,69.49,62,0,23.76,AU,1697532738
331,westport,41.1415,-73.3579,53.46,84,100,5.75,US,1697532496
332,saint-joseph,-21.3667,55.6167,81.1,81,58,1.34,RE,1697532740
333,novo aripuana,-5.1206,-60.3797,73.36,87,92,1.41,BR,1697532741
334,wenchang,30.904,118.4887,71.73,51,0,7.45,CN,1697532743
335,ballina,-28.8667,153.5667,65.79,62,17,22.88,AU,1697532744
336,santa quiteria,-4.3319,-40.1567,74.71,74,7,2.68,BR,1697532745
337,monforte de lemos,42.5216,-7.5142,67.57,65,87,17.67,ES,1697532746
338,aasiaat,68.7098,-52.8699,4.96,85,97,7.67,GL,1697532582
339,pushkinskiye gory,57.0209,28.9103,43.3,70,65,12.33,RU,1697532749
340,coahuayana de hidalgo,18.7,-103.6583,75.54,92,76,3.2,MX,1697532750
341,jwaneng,-24.6004,24.7303,78.35,24,0,7.11,BW,1697532751
342,cabo san lucas,22.8909,-109.9124,84.51,80,6,3.0,MX,1697532629
343,mayya,61.7333,130.2811,25.92,46,100,7.52,RU,1697532754
344,sorong,-0.8833,131.25,82.22,76,99,2.57,ID,1697532755
345,qa'en,33.7265,59.1844,78.26,17,68,20.36,IR,1697532756
346,east london,-33.0153,27.9116,68.94,68,75,9.22,ZA,1697532757
